input_file,ACO_approach,num_ants,iterations,local_heuristic_function,alpha,beta,pheromone_evaporation,local_search,best_distance,elapsed time
brazil58,Standard ACO,20,500,1_over_distance,1.5,3.0,0.6,None,29268.0,55.769
brazil58,Standard ACO,20,500,1_over_distance,2.0,1.0,0.6,None,35293.0,60.579
brazil58,Standard ACO,20,500,1_over_distance,2.0,1.5,0.6,None,31141.0,62.044
brazil58,Standard ACO,20,500,1_over_distance,2.0,2.0,0.6,None,31311.0,62.61
brazil58,Standard ACO,20,500,1_over_distance,2.0,2.5,0.6,None,28777.0,61.101
brazil58,Standard ACO,20,500,1_over_distance,2.0,3.0,0.6,None,28786.0,61.207
brazil58,Standard ACO,20,500,1_over_distance,2.5,1.0,0.6,None,35137.0,65.363
brazil58,Standard ACO,20,500,1_over_distance,2.5,1.5,0.6,None,32888.0,62.677
brazil58,Standard ACO,20,500,1_over_distance,2.5,2.0,0.6,None,32507.0,46.998
brazil58,Standard ACO,20,500,1_over_distance,2.5,2.5,0.6,None,31337.0,42.705
brazil58,Standard ACO,20,500,1_over_distance,2.5,3.0,0.6,None,30252.0,42.228
brazil58,Standard ACO,20,500,1_over_distance,3.0,1.0,0.6,None,40167.0,41.965
brazil58,Standard ACO,20,500,1_over_distance,3.0,1.5,0.6,None,35919.0,50.446
brazil58,Standard ACO,20,500,1_over_distance,3.0,2.0,0.6,None,32389.0,49.115
brazil58,Standard ACO,20,500,1_over_distance,3.0,2.5,0.6,None,31884.0,59.842
brazil58,Standard ACO,20,500,1_over_distance,3.0,3.0,0.6,None,32806.0,49.632
brazil58,Standard ACO,20,500,1_over_distance,1.0,1.0,0.7,None,28362.0,46.689
brazil58,Standard ACO,20,500,1_over_distance,1.0,1.5,0.7,None,28179.0,53.924
brazil58,Standard ACO,20,500,1_over_distance,1.0,2.0,0.7,None,27594.0,43.322
brazil58,Standard ACO,20,500,1_over_distance,1.0,2.5,0.7,None,26504.0,47.811
brazil58,Standard ACO,20,500,1_over_distance,1.0,3.0,0.7,None,28204.0,45.865
brazil58,Standard ACO,20,500,1_over_distance,1.5,1.0,0.7,None,33951.0,40.826
brazil58,Standard ACO,20,500,1_over_distance,1.5,1.5,0.7,None,28775.0,43.63
brazil58,Standard ACO,20,500,1_over_distance,1.5,2.0,0.7,None,30292.0,41.201
brazil58,Standard ACO,20,500,1_over_distance,1.5,2.5,0.7,None,28469.0,44.471
brazil58,Standard ACO,20,500,1_over_distance,1.5,3.0,0.7,None,28025.0,47.778
brazil58,Standard ACO,20,500,1_over_distance,2.0,1.0,0.7,None,37428.0,55.999
brazil58,Standard ACO,20,500,1_over_distance,2.0,1.5,0.7,None,30986.0,48.038
brazil58,Standard ACO,20,500,1_over_distance,2.0,2.0,0.7,None,31152.0,44.959
brazil58,Standard ACO,20,500,1_over_distance,2.0,2.5,0.7,None,29616.0,41.748
brazil58,Standard ACO,20,500,1_over_distance,2.0,3.0,0.7,None,29399.0,40.987
brazil58,Standard ACO,20,500,1_over_distance,2.5,1.0,0.7,None,38054.0,42.024
brazil58,Standard ACO,20,500,1_over_distance,2.5,1.5,0.7,None,33107.0,45.296
brazil58,Standard ACO,20,500,1_over_distance,2.5,2.0,0.7,None,33672.0,46.127
brazil58,Standard ACO,20,500,1_over_distance,2.5,2.5,0.7,None,31538.0,48.03
brazil58,Standard ACO,20,500,1_over_distance,2.5,3.0,0.7,None,32754.0,42.384
brazil58,Standard ACO,20,500,1_over_distance,3.0,1.0,0.7,None,40741.0,44.795
brazil58,Standard ACO,20,500,1_over_distance,3.0,1.5,0.7,None,36459.0,43.194
brazil58,Standard ACO,20,500,1_over_distance,3.0,2.0,0.7,None,32712.0,42.311
brazil58,Standard ACO,20,500,1_over_distance,3.0,2.5,0.7,None,32007.0,42.708
brazil58,Standard ACO,20,500,1_over_distance,3.0,3.0,0.7,None,33002.0,43.376
brazil58,Standard ACO,20,500,1_over_distance,1.0,1.0,0.8,None,28130.0,37.982
brazil58,Standard ACO,20,500,1_over_distance,1.0,1.5,0.8,None,28892.0,40.955
brazil58,Standard ACO,20,500,1_over_distance,1.0,2.0,0.8,None,27801.0,38.095
brazil58,Standard ACO,20,500,1_over_distance,1.0,2.5,0.8,None,27900.0,38.363
brazil58,Standard ACO,20,500,1_over_distance,1.0,3.0,0.8,None,27025.0,38.767
brazil58,Standard ACO,20,500,1_over_distance,1.5,1.0,0.8,None,34845.0,40.155
brazil58,Standard ACO,20,500,1_over_distance,1.5,1.5,0.8,None,32135.0,42.168
brazil58,Standard ACO,20,500,1_over_distance,1.5,2.0,0.8,None,30969.0,43.356
brazil58,Standard ACO,20,500,1_over_distance,1.5,2.5,0.8,None,29175.0,57.115
brazil58,Standard ACO,20,500,1_over_distance,1.5,3.0,0.8,None,27426.0,49.954
brazil58,Standard ACO,20,500,1_over_distance,2.0,1.0,0.8,None,32542.0,51.375
brazil58,Standard ACO,20,500,1_over_distance,2.0,1.5,0.8,None,34876.0,48.096
brazil58,Standard ACO,20,500,1_over_distance,2.0,2.0,0.8,None,32107.0,44.535
brazil58,Standard ACO,20,500,1_over_distance,2.0,2.5,0.8,None,30556.0,46.452
brazil58,Standard ACO,20,500,1_over_distance,2.0,3.0,0.8,None,30520.0,45.326
brazil58,Standard ACO,20,500,1_over_distance,2.5,1.0,0.8,None,39226.0,34.711
brazil58,Standard ACO,20,500,1_over_distance,2.5,1.5,0.8,None,34307.0,41.957
brazil58,Standard ACO,20,500,1_over_distance,2.5,2.0,0.8,None,33056.0,42.763
brazil58,Standard ACO,20,500,1_over_distance,2.5,2.5,0.8,None,31072.0,45.913
brazil58,Standard ACO,20,500,1_over_distance,2.5,3.0,0.8,None,28556.0,46.096
brazil58,Standard ACO,20,500,1_over_distance,3.0,1.0,0.8,None,39078.0,40.526
brazil58,Standard ACO,20,500,1_over_distance,3.0,1.5,0.8,None,34940.0,47.66
brazil58,Standard ACO,20,500,1_over_distance,3.0,2.0,0.8,None,30362.0,42.664
brazil58,Standard ACO,20,500,1_over_distance,3.0,2.5,0.8,None,33355.0,46.657
brazil58,Standard ACO,20,500,1_over_distance,3.0,3.0,0.8,None,30997.0,44.229
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.0,0.2,None,26696.0,43.181
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.5,0.2,None,26515.0,35.678
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.0,0.2,None,26419.0,29.107
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.5,0.2,None,26610.0,27.763
brazil58,Standard ACO,50,200,1_over_distance,1.0,3.0,0.2,None,26502.0,27.401
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.0,0.2,None,29456.0,27.954
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.5,0.2,None,28916.0,28.12
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.0,0.2,None,29249.0,28.012
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.5,0.2,None,27504.0,27.788
brazil58,Standard ACO,50,200,1_over_distance,1.5,3.0,0.2,None,27064.0,28.331
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.0,0.2,None,31103.0,28.375
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.5,0.2,None,29414.0,27.788
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.0,0.2,None,28587.0,27.223
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.5,0.2,None,27973.0,26.881
brazil58,Standard ACO,50,200,1_over_distance,2.0,3.0,0.2,None,29214.0,26.423
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.0,0.2,None,31655.0,26.096
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.5,0.2,None,32306.0,26.069
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.0,0.2,None,31079.0,26.957
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.5,0.2,None,29765.0,27.692
brazil58,Standard ACO,50,200,1_over_distance,2.5,3.0,0.2,None,27854.0,27.129
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.0,0.2,None,36658.0,25.286
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.5,0.2,None,31462.0,26.228
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.0,0.2,None,31551.0,27.372
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.5,0.2,None,31596.0,27.149
brazil58,Standard ACO,50,200,1_over_distance,3.0,3.0,0.2,None,31289.0,27.939
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.0,0.3,None,28610.0,26.647
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.5,0.3,None,27225.0,24.866
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.0,0.3,None,26682.0,25.078
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.5,0.3,None,26624.0,24.825
brazil58,Standard ACO,50,200,1_over_distance,1.0,3.0,0.3,None,26532.0,25.098
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.0,0.3,None,30164.0,26.362
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.5,0.3,None,30610.0,27.521
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.0,0.3,None,27992.0,28.076
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.5,0.3,None,27367.0,26.838
brazil58,Standard ACO,50,200,1_over_distance,1.5,3.0,0.3,None,27269.0,25.712
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.0,0.3,None,34961.0,25.093
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.5,0.3,None,29674.0,26.096
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.0,0.3,None,29259.0,25.592
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.5,0.3,None,29622.0,27.49
brazil58,Standard ACO,50,200,1_over_distance,2.0,3.0,0.3,None,28230.0,27.842
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.0,0.3,None,34318.0,27.578
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.5,0.3,None,33197.0,27.125
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.0,0.3,None,32107.0,26.377
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.5,0.3,None,30282.0,25.707
brazil58,Standard ACO,50,200,1_over_distance,2.5,3.0,0.3,None,29792.0,25.786
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.0,0.3,None,35602.0,26.485
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.5,0.3,None,34159.0,26.587
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.0,0.3,None,32116.0,26.845
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.5,0.3,None,30568.0,27.2
brazil58,Standard ACO,50,200,1_over_distance,3.0,3.0,0.3,None,31679.0,26.816
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.0,0.4,None,26510.0,24.435
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.5,0.4,None,27057.0,26.392
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.0,0.4,None,26796.0,26.743
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.5,0.4,None,26483.0,25.673
brazil58,Standard ACO,50,200,1_over_distance,1.0,3.0,0.4,None,26693.0,26.761
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.0,0.4,None,30090.0,26.351
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.5,0.4,None,28942.0,25.575
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.0,0.4,None,27577.0,25.392
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.5,0.4,None,27080.0,25.697
brazil58,Standard ACO,50,200,1_over_distance,1.5,3.0,0.4,None,27060.0,27.133
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.0,0.4,None,30606.0,27.19
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.5,0.4,None,30795.0,27.635
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.0,0.4,None,30260.0,27.818
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.5,0.4,None,28408.0,27.456
brazil58,Standard ACO,50,200,1_over_distance,2.0,3.0,0.4,None,28694.0,26.773
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.0,0.4,None,33797.0,25.92
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.5,0.4,None,33169.0,25.474
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.0,0.4,None,32591.0,25.686
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.5,0.4,None,30689.0,26.633
brazil58,Standard ACO,50,200,1_over_distance,2.5,3.0,0.4,None,28706.0,27.428
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.0,0.4,None,32459.0,27.566
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.5,0.4,None,35376.0,27.727
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.0,0.4,None,32408.0,27.297
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.5,0.4,None,31133.0,25.36
brazil58,Standard ACO,50,200,1_over_distance,3.0,3.0,0.4,None,28812.0,26.217
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.0,0.5,None,27374.0,25.774
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.5,0.5,None,26826.0,26.95
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.0,0.5,None,27007.0,27.048
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.5,0.5,None,26722.0,26.353
brazil58,Standard ACO,50,200,1_over_distance,1.0,3.0,0.5,None,27044.0,25.566
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.0,0.5,None,28345.0,26.29
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.5,0.5,None,27003.0,27.545
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.0,0.5,None,28457.0,27.723
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.5,0.5,None,26785.0,26.138
brazil58,Standard ACO,50,200,1_over_distance,1.5,3.0,0.5,None,27233.0,26.369
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.0,0.5,None,30272.0,26.853
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.5,0.5,None,31582.0,27.551
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.0,0.5,None,31730.0,27.815
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.5,0.5,None,28951.0,27.75
brazil58,Standard ACO,50,200,1_over_distance,2.0,3.0,0.5,None,29606.0,26.916
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.0,0.5,None,33116.0,25.966
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.5,0.5,None,31268.0,25.384
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.0,0.5,None,31199.0,26.825
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.5,0.5,None,29670.0,27.789
brazil58,Standard ACO,50,200,1_over_distance,2.5,3.0,0.5,None,28327.0,27.925
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.0,0.5,None,37993.0,27.429
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.5,0.5,None,32494.0,27.692
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.0,0.5,None,31723.0,26.878
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.5,0.5,None,32412.0,26.185
brazil58,Standard ACO,50,200,1_over_distance,3.0,3.0,0.5,None,30140.0,26.817
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.0,0.6,None,26866.0,26.24
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.5,0.6,None,29003.0,27.237
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.0,0.6,None,26671.0,26.681
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.5,0.6,None,26752.0,26.86
brazil58,Standard ACO,50,200,1_over_distance,1.0,3.0,0.6,None,26583.0,26.353
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.0,0.6,None,29202.0,25.942
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.5,0.6,None,28883.0,26.735
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.0,0.6,None,28176.0,26.75
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.5,0.6,None,27089.0,27.69
brazil58,Standard ACO,50,200,1_over_distance,1.5,3.0,0.6,None,27191.0,27.777
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.0,0.6,None,33510.0,27.637
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.5,0.6,None,28975.0,27.279
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.0,0.6,None,32232.0,25.489
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.5,0.6,None,29606.0,26.935
brazil58,Standard ACO,50,200,1_over_distance,2.0,3.0,0.6,None,31250.0,27.73
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.0,0.6,None,35753.0,27.843
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.5,0.6,None,35370.0,27.693
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.0,0.6,None,30876.0,27.482
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.5,0.6,None,30391.0,26.636
brazil58,Standard ACO,50,200,1_over_distance,2.5,3.0,0.6,None,28505.0,26.599
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.0,0.6,None,37387.0,26.619
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.5,0.6,None,36462.0,27.63
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.0,0.6,None,30439.0,27.253
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.5,0.6,None,31000.0,27.034
brazil58,Standard ACO,50,200,1_over_distance,3.0,3.0,0.6,None,31677.0,26.159
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.0,0.7,None,26543.0,24.579
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.5,0.7,None,26693.0,26.054
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.0,0.7,None,26801.0,26.424
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.5,0.7,None,26185.0,26.693
brazil58,Standard ACO,50,200,1_over_distance,1.0,3.0,0.7,None,27025.0,26.041
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.0,0.7,None,30755.0,26.038
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.5,0.7,None,29561.0,25.849
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.0,0.7,None,27727.0,26.002
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.5,0.7,None,27478.0,26.032
brazil58,Standard ACO,50,200,1_over_distance,1.5,3.0,0.7,None,26906.0,27.638
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.0,0.7,None,31624.0,27.868
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.5,0.7,None,30309.0,27.514
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.0,0.7,None,29187.0,27.45
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.5,0.7,None,28046.0,26.759
brazil58,Standard ACO,50,200,1_over_distance,2.0,3.0,0.7,None,28883.0,26.679
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.0,0.7,None,33994.0,25.954
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.5,0.7,None,33308.0,26.876
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.0,0.7,None,30332.0,26.938
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.5,0.7,None,31956.0,26.656
brazil58,Standard ACO,50,200,1_over_distance,2.5,3.0,0.7,None,29013.0,27.095
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.0,0.7,None,40701.0,26.137
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.5,0.7,None,33002.0,27.247
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.0,0.7,None,35190.0,27.703
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.5,0.7,None,32275.0,27.135
brazil58,Standard ACO,50,200,1_over_distance,3.0,3.0,0.7,None,31646.0,27.18
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.0,0.8,None,28093.0,25.804
brazil58,Standard ACO,50,200,1_over_distance,1.0,1.5,0.8,None,27044.0,24.9
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.0,0.8,None,27437.0,24.855
brazil58,Standard ACO,50,200,1_over_distance,1.0,2.5,0.8,None,27136.0,25.52
brazil58,Standard ACO,50,200,1_over_distance,1.0,3.0,0.8,None,26836.0,26.641
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.0,0.8,None,30422.0,27.602
brazil58,Standard ACO,50,200,1_over_distance,1.5,1.5,0.8,None,29828.0,28.047
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.0,0.8,None,29049.0,27.657
brazil58,Standard ACO,50,200,1_over_distance,1.5,2.5,0.8,None,28160.0,26.7
brazil58,Standard ACO,50,200,1_over_distance,1.5,3.0,0.8,None,27898.0,26.118
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.0,0.8,None,33905.0,25.288
brazil58,Standard ACO,50,200,1_over_distance,2.0,1.5,0.8,None,32333.0,25.396
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.0,0.8,None,30085.0,25.808
brazil58,Standard ACO,50,200,1_over_distance,2.0,2.5,0.8,None,28709.0,26.193
brazil58,Standard ACO,50,200,1_over_distance,2.0,3.0,0.8,None,29238.0,27.157
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.0,0.8,None,31741.0,27.798
brazil58,Standard ACO,50,200,1_over_distance,2.5,1.5,0.8,None,33732.0,27.706
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.0,0.8,None,30005.0,26.943
brazil58,Standard ACO,50,200,1_over_distance,2.5,2.5,0.8,None,30274.0,26.292
brazil58,Standard ACO,50,200,1_over_distance,2.5,3.0,0.8,None,29014.0,27.22
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.0,0.8,None,38563.0,28.084
brazil58,Standard ACO,50,200,1_over_distance,3.0,1.5,0.8,None,33951.0,28.941
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.0,0.8,None,29889.0,28.612
brazil58,Standard ACO,50,200,1_over_distance,3.0,2.5,0.8,None,31631.0,27.561
brazil58,Standard ACO,50,200,1_over_distance,3.0,3.0,0.8,None,29095.0,26.756
brazil58,Standard ACO,100,100,1_over_distance,1.0,1.0,0.2,None,28242.0,24.515
brazil58,Standard ACO,100,100,1_over_distance,1.0,1.5,0.2,None,26419.0,24.785
brazil58,Standard ACO,100,100,1_over_distance,1.0,2.0,0.2,None,25876.0,25.117
brazil58,Standard ACO,100,100,1_over_distance,1.0,2.5,0.2,None,26270.0,25.851
brazil58,Standard ACO,100,100,1_over_distance,1.0,3.0,0.2,None,26419.0,26.598
brazil58,Standard ACO,100,100,1_over_distance,1.5,1.0,0.2,None,30089.0,27.483
brazil58,Standard ACO,100,100,1_over_distance,1.5,1.5,0.2,None,27635.0,27.533
brazil58,Standard ACO,100,100,1_over_distance,1.5,2.0,0.2,None,28725.0,26.973
brazil58,Standard ACO,100,100,1_over_distance,1.5,2.5,0.2,None,27485.0,25.894
brazil58,Standard ACO,100,100,1_over_distance,1.5,3.0,0.2,None,27527.0,25.61
brazil58,Standard ACO,100,100,1_over_distance,2.0,1.0,0.2,None,30522.0,25.292
brazil58,Standard ACO,100,100,1_over_distance,2.0,1.5,0.2,None,31408.0,25.476
brazil58,Standard ACO,100,100,1_over_distance,2.0,2.0,0.2,None,28167.0,25.599
brazil58,Standard ACO,100,100,1_over_distance,2.0,2.5,0.2,None,27706.0,27.616
brazil58,Standard ACO,100,100,1_over_distance,2.0,3.0,0.2,None,28021.0,27.77
brazil58,Standard ACO,100,100,1_over_distance,2.5,1.0,0.2,None,33728.0,26.523
brazil58,Standard ACO,100,100,1_over_distance,2.5,1.5,0.2,None,30607.0,26.769
brazil58,Standard ACO,100,100,1_over_distance,2.5,2.0,0.2,None,30245.0,25.759
brazil58,Standard ACO,100,100,1_over_distance,2.5,2.5,0.2,None,29457.0,25.791
brazil58,Standard ACO,100,100,1_over_distance,2.5,3.0,0.2,None,27522.0,26.768
brazil58,Standard ACO,100,100,1_over_distance,3.0,1.0,0.2,None,32163.0,26.625
brazil58,Standard ACO,100,100,1_over_distance,3.0,1.5,0.2,None,34056.0,27.119
brazil58,Standard ACO,100,100,1_over_distance,3.0,2.0,0.2,None,28848.0,25.443
brazil58,Standard ACO,100,100,1_over_distance,3.0,2.5,0.2,None,30893.0,25.415
brazil58,Standard ACO,100,100,1_over_distance,3.0,3.0,0.2,None,30624.0,26.297
brazil58,Standard ACO,100,100,1_over_distance,1.0,1.0,0.3,None,26920.0,26.25
brazil58,Standard ACO,100,100,1_over_distance,1.0,1.5,0.3,None,26543.0,26.793
brazil58,Standard ACO,100,100,1_over_distance,1.0,2.0,0.3,None,25876.0,26.064
brazil58,Standard ACO,100,100,1_over_distance,1.0,2.5,0.3,None,26671.0,25.599
brazil58,Standard ACO,100,100,1_over_distance,1.0,3.0,0.3,None,26743.0,24.976
brazil58,Standard ACO,100,100,1_over_distance,1.5,1.0,0.3,None,30193.0,25.341
brazil58,Standard ACO,100,100,1_over_distance,1.5,1.5,0.3,None,29223.0,25.442
brazil58,Standard ACO,100,100,1_over_distance,1.5,2.0,0.3,None,28101.0,25.991
brazil58,Standard ACO,100,100,1_over_distance,1.5,2.5,0.3,None,26888.0,26.581
brazil58,Standard ACO,100,100,1_over_distance,1.5,3.0,0.3,None,27863.0,27.432
brazil58,Standard ACO,100,100,1_over_distance,2.0,1.0,0.3,None,31900.0,27.05
brazil58,Standard ACO,100,100,1_over_distance,2.0,1.5,0.3,None,28949.0,27.028
brazil58,Standard ACO,100,100,1_over_distance,2.0,2.0,0.3,None,27294.0,26.459
brazil58,Standard ACO,100,100,1_over_distance,2.0,2.5,0.3,None,28154.0,25.863
brazil58,Standard ACO,100,100,1_over_distance,2.0,3.0,0.3,None,28269.0,25.436
brazil58,Standard ACO,100,100,1_over_distance,2.5,1.0,0.3,None,33372.0,25.111
brazil58,Standard ACO,100,100,1_over_distance,2.5,1.5,0.3,None,28890.0,25.515
brazil58,Standard ACO,100,100,1_over_distance,2.5,2.0,0.3,None,30407.0,26.377
brazil58,Standard ACO,100,100,1_over_distance,2.5,2.5,0.3,None,30910.0,26.123
brazil58,Standard ACO,100,100,1_over_distance,2.5,3.0,0.3,None,27642.0,25.731
brazil58,Standard ACO,100,100,1_over_distance,3.0,1.0,0.3,None,33439.0,27.232
brazil58,Standard ACO,100,100,1_over_distance,3.0,1.5,0.3,None,32394.0,27.674
brazil58,Standard ACO,100,100,1_over_distance,3.0,2.0,0.3,None,30800.0,27.014
brazil58,Standard ACO,100,100,1_over_distance,3.0,2.5,0.3,None,30181.0,26.273
brazil58,Standard ACO,100,100,1_over_distance,3.0,3.0,0.3,None,30148.0,25.483
brazil58,Standard ACO,100,100,1_over_distance,1.0,1.0,0.4,None,26722.0,24.343
brazil58,Standard ACO,100,100,1_over_distance,1.0,1.5,0.4,None,26834.0,25.607
brazil58,Standard ACO,100,100,1_over_distance,1.0,2.0,0.4,None,27095.0,26.06
brazil58,Standard ACO,100,100,1_over_distance,1.0,2.5,0.4,None,26864.0,26.544
brazil58,Standard ACO,100,100,1_over_distance,1.0,3.0,0.4,None,26821.0,25.244
brazil58,Standard ACO,100,100,1_over_distance,1.5,1.0,0.4,None,27893.0,25.327
brazil58,Standard ACO,100,100,1_over_distance,1.5,1.5,0.4,None,27986.0,25.774
brazil58,Standard ACO,100,100,1_over_distance,1.5,2.0,0.4,None,27306.0,26.265
brazil58,Standard ACO,100,100,1_over_distance,1.5,2.5,0.4,None,27787.0,27.036
brazil58,Standard ACO,100,100,1_over_distance,1.5,3.0,0.4,None,26898.0,27.513
brazil58,Standard ACO,100,100,1_over_distance,2.0,1.0,0.4,None,31646.0,26.485
brazil58,Standard ACO,100,100,1_over_distance,2.0,1.5,0.4,None,29024.0,26.48
